kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
CC=1ON=C(C1C)C(=O)N2[C@H]3CC[C@@H]2C[C@@H](C3)NC4=CC(=O)N(C5=C4C=C(C(=C5)F)F)C	CHEMBL3291062	4.8		None	pIC50	intermediate	other	7498
COC=1C=C(C=CC1OCCN2CCCC2)N3CC=4C=CC(=NC4C3=O)SC=5C=CC(=CC5)F	CHEMBL2337725	4.6		None	pIC50	inactive	other	7499
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC=CS4	CHEMBL2070938	3.4		None	pIC50	inactive	other	7500
CC=1N=C(N=C2C1C=C(C=C2)NC(=O)/C=C/C=3C=CC(=CC3)C(F)F)N4CCC(CC4)(O)C5CC5	CHEMBL2017597	5.6		HEK293	pIC50	intermediate	other	7501
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC(=CS4)C5CC5	CHEMBL2070941	3.4		None	pIC50	inactive	other	7502
CC=1C=C(N(N1)C2=NC(=CC(=O)N2)C(F)(F)F)C	CHEMBL4759520	3.92		None	pIC50	inactive	other	7503
COC[C@H](C)OC=1C=C(C=C(C1)C(=O)NC=2C=CNN2)OC=3C=CC(=CC3)C(=O)N(C)C	CHEMBL3217758	3.42		None	pIC50	inactive	other	7504
COCCN1CCC[C@@H](C1)CN2C(=NC3=CN(N=C3C2=O)C=4C=CC=C(C4)OC)C=5C=CC=NC5C	CHEMBL3218891	4.37		None	pIC50	inactive	other	7505
CCN1CCC=2C=C3N=C(SC3=CC2CC1)N	CHEMBL2326489	4.54		None	pIC50	inactive	other	7506
COC=1C=CC=C2C1C=CC(=N2)C#CC=3C=CC=CC3	CHEMBL2335279	4.21		None	pIC50	inactive	other	7507
FC(F)(F)C=1C=C(N=C(C1)COCC2(CCNCC2)C=3C=CC=CC3)Cl	CHEMBL2333639	4.55		None	pIC50	inactive	other	7508
CC(C)C=1C=CC(=CC1)C2=CC(=NN2C=3C=CC(=CC3)F)CN4CCN(CC4)C=5C=CC=CN5	CHEMBL4591121	4.6		None	pIC50	inactive	other	7509
CC(C)C=1C=CC(=CC1)C2=CC(=NN2C3CCCCC3)CN4CCN(CC4)C=5C=CC=CN5	CHEMBL4554211	3.7		None	pIC50	inactive	other	7510
CC=1N=C(SC1C)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	CHEMBL2070939	3.4		None	pIC50	inactive	other	7511
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC(=C(S4)Cl)C(F)(F)F	CHEMBL2070945	4.6		None	pIC50	inactive	other	7512
CC(C)C=1C=C(C=C(N1)C(C)C)NC=2N=C(N=CC2C(=O)N)N3CCC[C@@H](C3)N	CHEMBL4635883	5.43		None	pIC50	intermediate	other	7513
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC=5N=CC=CC5S4	CHEMBL2071095	3.4		None	pIC50	inactive	other	7514
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC(=CS4)C=5C=CC=CC5	CHEMBL2069324	4.6		None	pIC50	inactive	other	7515
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC=5C=CN=CC5S4	CHEMBL2070950	3.4		None	pIC50	inactive	other	7516
COC=1C=CC=2N=CC(=C(C2C1)[C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)C5=CC=NO5)F	CHEMBL4101570	2.92		None	pIC50	inactive	other	7517
CN1CC=CCC(C1)C2=CC=3C=CC=CC3O2	CHEMBL2326689	4.82		CHO-K1	pIC50	intermediate	other	7518
COC=1C=C(N=CN1)N2C(=O)N(C(=O)C23CCN(CC3)CC=4N=CC=CC4C)C=5C=CC(=CC5)C=6C=CC(=CC6F)C(=O)O	CHEMBL2043324	4.27		None	pIC50	inactive	other	7519
CS(=O)(=O)C=1C=CC=2N=C(N(C2C1)CC(O)C=3C=CC=C(C3Cl)Cl)N	CHEMBL3289801	3.88		None	pIC50	inactive	other	7520
CC(OC=1C=CC=2N=C(N(C2N1)CC(O)C=3C=CC(=CC3Cl)C(F)(F)F)N)C(F)(F)F	CHEMBL3289813	3.88		None	pIC50	inactive	other	7521
COCCN1CCC[C@@H](C1)CN2C(=NC3=CN(N=C3C2=O)C4CCCCC4)C=5C=CC=NC5C	CHEMBL3218892	3.4		None	pIC50	inactive	other	7522
CS(=O)(=O)CC=1C=C(N=C(N1)C=2C=CC=3NC=CC3C2)N4CC5CCC(C4)O5	CHEMBL2030448	3.89		None	pIC50	inactive	other	7523
O=C1CCC=2C=CN=CC2N1CCCN3CCC(CC3)N4C(=O)NC5=C4C=CC=C5	CHEMBL2059309	3.7		CHO	pIC50	inactive	other	7524
O=C(NC[C@@H](O)CN1CCC(CC1)OC=2C=CC(=C(C2)Cl)Cl)C3=NNC4=C3C=CC=C4	CHEMBL2208429	6.6		HEK293	pIC50	active	other	7525
COC=1C=C(C=CC1N)C(=O)NC[C@@H](O)CN2CCC(CC2)OC=3C=CC(=C(C3)Cl)Cl	CHEMBL2208427	6.6		HEK293	pIC50	active	other	7526
O=C(NC[C@@H](O)CN1CCC(CC1)OC=2C=CC(=C(C2)Cl)Cl)N3C(=O)NC4=C3C=CC=C4	CHEMBL2208432	6.3		HEK293	pIC50	active	other	7527
CCOC[C@H](OC=1N=CN=C2C1C=NN2C=3N=CC=CC3Cl)C(=O)NC=4C=CC(=CN4)C	CHEMBL3221485	4.2		None	pIC50	inactive	other	7528
CCOC[C@H](OC=1N=CN=C2C1C=NN2C=3C=CC=CC3Cl)C(=O)NC=4C=NC(=CN4)C	CHEMBL3221486	4.3		None	pIC50	inactive	other	7529
O=C(CN1CCN(CC1)CCO)NC=2C=CC(=C3C2C4=C(S3)C=CC=C4)C=5C=CC=C6C5OC(=CC6=O)N7CCOCC7	CHEMBL2420310	3.92		CHO	pIC50	inactive	other	7530
CNC(=O)C=1C=NC(=CC1NC=2C=CC=CC2S(=O)(=O)C)NC=3C=CC=CN3	CHEMBL4544320	4.44		None	pIC50	inactive	other	7531
CC=1C=CC=2NC(=CC2C1)C(=O)N3CCC(CC3)CC(C)(C)O	CHEMBL2413849	3.4		None	pIC50	inactive	other	7532
CC=1C(=CC=CC1C=2N=C(C=3N=CNC3N2)NC=4C=CC(=CC4)C(=O)N5CCOCC5)NC(=O)C=6C=CC(=CC6)C(C)(C)C	CHEMBL3263640	3.5		None	pIC50	inactive	other	7533
N[C@@H]1CCCN(C1)C=2C(=CC=CC2C=3C=CC=CC3)/C=C/4\SC(=O)NC4=O	CHEMBL2048872	3.92		None	pIC50	inactive	other	7534
O=C(O)C[C@H]1CC[C@H](CC1)OC=2C=CC(=CN2)NC(=O)C3=NN=C(O3)NC=4C=CC(=C(C4)F)F	CHEMBL3133005	3.92		None	pIC50	inactive	other	7535
C[C@H](NC=1C=CC=2N=CN(C2N1)C=3C=C(NN3)C4CC4)C=5N=CC(=CN5)F	CHEMBL2151319	3.89		None	pIC50	inactive	other	7536
O=C(NCC=1C=CC(=CC1)F)C=2C=NC(=NC2O)C=3C=CC=CN3	CHEMBL4794308	3.92		None	pIC50	inactive	other	7537
O=C(NC(C=1C=CC=CC1)C=2C=CC=CC2)C=3C=NC(=NC3O)C=4C=CC=NN4	CHEMBL4782037	3.92		None	pIC50	inactive	other	7538
COC[C@H](C)OC=1C=C(C=C(C1)C(=O)NC=2C=CN(N2)C)OC=3C=CC(=CC3)C(=O)N4CCC4	CHEMBL3219115	4.44		None	pIC50	inactive	other	7539
CCN1C=CC(=N1)NC(=O)C=2C=C(C=C(C2)O[C@@H](C)CO)OC=3C=CC(=CC3)C(=O)N4CCC4	CHEMBL3219105	4.27		None	pIC50	inactive	other	7540
O=S(=O)(NCCO)C=1C=CC(=CC1)C=2C=CN=C3C2C=C(N3)C4CC4	CHEMBL2164422	3.7		None	pIC50	inactive	other	7541
O=C1OCCC2=C1C=CC(=C2)CCN3CCN(CC3)C(=O)CC=4C=CC(=CC4)N5C=NN=N5	CHEMBL2441408	4.74		None	pIC50	intermediate	other	7542
CC(C)N1C=CC(=N1)NC(=O)C=2C=C(C=C(C2)O[C@@H](C)CO)OC=3C=CC(=CC3)C(=O)N4CCC4	CHEMBL3219106	4.51		unspecified	pIC50	inactive	other	7543
CN1C=CC(=N1)NC(=O)C=2C=C(C=C(C2)OC(CF)CF)OC=3C=CC(=CC3)C(=O)N4CCC4	CHEMBL3219119	4.55		None	pIC50	inactive	other	7544
N#CC=1C=CC=C(C1N2N=CC3=C2N=CN=C3O[C@@H](COCCO)C(=O)NC=4C=CC(=CN4)F)Cl	CHEMBL3221527	4.2		None	pIC50	inactive	other	7545
O=C(NC=1C=CC(=CN1)F)[C@H](COCCO)OC=2N=CN=C3C2C=NN3C=4C(=CC=CC4Cl)F	CHEMBL3221530	4.5		None	pIC50	inactive	other	7546
N#CC=1C=CC(=CC1)C=2C=CC(=CC2)C[C@@H](C#N)NC(=O)C3(CCOCC3)N	CHEMBL3261926	4.59		None	pIC50	inactive	other	7547
N#CC=1C=CC(=NC1)NC(=O)[C@H](CN2CC(C2)O)OC=3N=CN=C4C3C=NN4C=5C(=CC=CC5C#N)Cl	CHEMBL3221525	5.1		None	pIC50	intermediate	other	7548
FC=1C=CC(=CC1Cl)C2CC=CCNC2	CHEMBL2326686	4.64		CHO-K1	pIC50	intermediate	other	7549
C1=CCC(CNC1)C=2C=CC=3C=CC=CC3C2	CHEMBL2322001	4.81		CHO-K1	pIC50	intermediate	other	7550
C=1C=CC(=CC1)[C@H]([C@@H](C=2C=CC=CC2)N3CCCCC3)N4CCCCC4	CHEMBL2152523	4.24		CHO-K1	pIC50	inactive	other	7551
C=1C=CC(=CC1)[C@H]([C@@H](C=2C=CC=CC2)N3CCCC3)N4CCCC4	CHEMBL2152525	4.5		CHO-K1	pIC50	inactive	other	7552
O=C(C1CC12CCN(CC2)C3CCCCC3)N4CCN(CC4)C5CCCCC5	CHEMBL3127708	4.68		CHO-K1	pIC50	intermediate	other	7553
NC1=NNC(=N1)N2CCC(CC2)N3C[C@@H](OC[C@@H]3CC=4C=CC(=CC4)Cl)CO	CHEMBL4789376	4.14		HEK293	pIC50	inactive	other	7554
COC=1C=NC(=NC1NCC=2C(=CC(=CC2F)F)F)C=3C=CC=CN3	CHEMBL2070133	4		None	pIC50	inactive	other	7555
CCOC=1C=C(C=C(N1)OC)[C@](O)(CCN(C)C)[C@@H](C=2C=C3C=C(C=CC3=NC2OC)Br)C=4C=CC=C(C4F)OC	CHEMBL4641813	3.92		None	pIC50	inactive	other	7556
O=C(NC[C@@H](O)CN1CCC(CC1)OC=2C=CC(=C(C2)Cl)Cl)C3=CNC(=O)C4=C3C=CC=C4	CHEMBL2207666	5.1		HEK293	pIC50	intermediate	other	7557
CC=1C=C(NN1)C=2C=CC(=CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC=4C=NN(C4C(=O)NOC(C)(C)C)C	CHEMBL4563459	3.88		None	pIC50	inactive	other	7558
CCSC=1C=C(C=C(N1)SCC)[C@](O)(CCN(C)C)[C@H](C=2C=CC=CC2)C=3C=C4C=C(C=CC4=NC3OC)Br	CHEMBL4634386	3.92		None	pIC50	inactive	other	7559
CCOC=1N=C(N=C2C1C=CN2)NC=3C=CC(=CC3OC)C(=O)N4CCOCC4	CHEMBL4794578	3.6		None	pIC50	inactive	other	7560
CCOC=1C=C2N=CC(=C(C2=CC1N3CCN(CC3)CCO)NC=4C=CC(=CC4F)F)C(=O)N	CHEMBL2409312	3.92		None	pIC50	inactive	other	7561
CC(C)(CO)N1N=C(C(=C1N)C(=O)N)C=2C=CC=3N=C(C=CC3C2)OC4CC4	CHEMBL4753185	3.92		None	pIC50	inactive	other	7562
CC(C)(CO)N1N=C(C(=C1N)C(=O)N)C=2C=NC=3C=C(C=CC3C2)OC4CC4	CHEMBL4777462	3.92		None	pIC50	inactive	other	7563
CC(CCO)N1N=C(C(=C1N)C(=O)N)C=2C=NC=3C=C(C=CC3C2)OC4CC4	CHEMBL4796309	3.92		None	pIC50	inactive	other	7564
CN(CCCC(=O)NC1COC1)C(=O)C=2C=CC3=C(C2)C4=C(N3C)CC[C@H](C4)C5CCOCC5	CHEMBL2029734	3.88		None	pIC50	inactive	other	7565
NC1=NC(=CN1CC(O)C=2C=CC(=CC2Cl)C(F)(F)F)C=3C=CC(=CC3)F	CHEMBL3289798	4.6		None	pIC50	inactive	other	7566
O=C(NC=1C=CC=C(C1C=2C=CC=NC2)C(F)(F)F)C=3C=CC=C(C3)C=4N=CC=CC4OC(F)F	CHEMBL4100413	3.92		None	pKi	inactive	other	7567
CC(C)(C#N)C=1C=C(C=C(C1)C(C)(C)C#N)NC=2N=C(N=CC2C(=O)N)N3CCC[C@@H](C3)N	CHEMBL4640712	5.15		None	pIC50	intermediate	other	7568
CNC(=O)[C@H](C)CN1C=NC=2C=CC(=CC2C1=O)C=3C=NC(=C(C3)NS(=O)(=O)C=4C=CC(=CC4Cl)F)OC	CHEMBL4632970	4.56		None	pIC50	inactive	other	7569
CC1=CC(=NN1C)C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C=3C=C(C=NC3OC=4C=CC=C(C4)C=5C=CC(=CC5CN6CCOCC6)O)F	CHEMBL3287739	4.5		None	pIC50	inactive	other	7570
CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)NC=3C=CC(=C(C3)Cl)Cl	CHEMBL2036782	4.22		None	pIC50	inactive	other	7571
CC=1C=C(C=C(C1NC=2C=CN=C(N2)NC=3C=CC(=CC3)C#N)C)/C=C/C#N	CHEMBL175691	6.3	rilpivirine	HEK293	pIC50	active	other	7572
CC[C@H]1CN([C@H](CO1)CC=2C=CC(=CC2)Cl)C3CCN(CC3)C4=NC(=NN4)N	CHEMBL4776610	4.48		HEK293	pIC50	inactive	other	7573
COC=1C=C(C=CC1C2=NN=C(O2)NCCCN3CCCCC3)NC(=O)C=4C=CC=CC4F	CHEMBL2022495	4.77		None	pIC50	intermediate	other	7574
NC1=NC=2C=C3C(=CC2S1)CCN(CC3)CC=4N=CON4	CHEMBL2326471	3.88		None	pIC50	inactive	other	7575
CN1N=C(C2=C1C=C(C=C2)F)C=3C=NC=4NC=C(C4N3)C(=O)N[C@@]5(C[C@@H](C5)N)C	CHEMBL2347413	3.92		None	pIC50	inactive	other	7576
CC(C)OC[C@H](OC=1N=CN=C2C1C=NN2C=3N=CC=CC3Cl)C(=O)NC=4C=CC(=CN4)C#N	CHEMBL3221502	4.3		None	pIC50	inactive	other	7577
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCC[C@@H]3C[C@H](C4)NC5CCS(=O)(=O)CC5	CHEMBL2314060	3.7		None	pIC50	inactive	other	7578
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCC[C@@H]3C[C@H](C4)NC5CCCCC5	CHEMBL2314057	4.47		None	pIC50	inactive	other	7579
O=C(NC=1C=CC(=CC1OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl)O)NC5CC5	CHEMBL3099945	5.62		HEK293	pIC50	intermediate	other	7580
CC=1C=C(C(=CC1NC(=O)C=2C=CC(=CC2)OCC=3C=CC=CN3)C4=NC=CN4)F	CHEMBL4636326	3.4		None	pIC50	inactive	other	7581
CC=1C=CC(=CN1)C=2N=CN(N2)C=3C=CC(=CC3)NC=4N=CC=C(N4)C=5C=CC=C(C5)N6CCOCC6	CHEMBL2144409	3.92		None	pIC50	inactive	other	7582
CNC(=O)C=1C=CC(=CC1)COC=2C=CC(=CC2)S(=O)(=O)C3(CCC4(C3)CCNCC4)C(=O)NO	CHEMBL3417761	3.4		None	pIC50	inactive	other	7583
O=C(NO)C1(CCC2(C1)CCNCC2)S(=O)(=O)C=3C=CC(=CC3)OCC=4C=CC(=CC4)OC(F)(F)F	CHEMBL3417746	4.3		None	pIC50	inactive	other	7584
NC(=O)NC=1C=CC(=CC1OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl)F	CHEMBL3099950	6.4		HEK293	pIC50	active	other	7585
COC=1C=CC(=C(C1)OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl)NC(=O)NC5CC5	CHEMBL3099944	6.15		HEK293	pIC50	active	other	7586
COC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)C=2C=CC=C(C2)C(F)(F)F)N(C)C(C)C	CHEMBL3577936	3.5		HEK293	pIC50	inactive	other	7587
N#CC=1C=CC(=CN1)C=2C=CC(=CC2)C3=NC=4C=C(C=CC4N3)C(F)(F)F	CHEMBL4456729	3.62		None	pKi	inactive	other	7588
CCCN(C=1C=CC=C(C1)C#N)P(=O)(C=2C=CC=CC2)C=3C=CC=CC3	CHEMBL2312920	3.88		None	pIC50	inactive	other	7589
O=P(C=1C=CC=CC1)(C=2C=CC=CC2)N(CC=3C=CC=CN3)CC=4C=CC=CN4	CHEMBL2313229	3.88		None	pIC50	inactive	other	7590
N#CCCCN(C=1C=CC=NC1)P(=O)(C=2C=CC=CC2)C=3C=CC=CC3	CHEMBL2313228	3.88		None	pIC50	inactive	other	7591
COCCN(C=1C=CC=NC1)P(=O)(C=2C=CC=CC2)C=3C=CC=CC3	CHEMBL2313227	3.88		None	pIC50	inactive	other	7592
O=P(NC=1C=CC=NC1)(C=2C=CC=CC2)C=3C=CC=CC3	CHEMBL2313224	3.88		None	pIC50	inactive	other	7593
CC1=NSC(=N1)C2=NN=C3N2CCN([C@@H]3C)C(=O)C=4C=CC=CC4	CHEMBL3608740	4.3		None	pIC50	inactive	other	7594
CC=1N=C(C(=NC1C(=O)N)C=2C=CC(=CC2)[C@H]3CC[C@@H](CC3)CC(=O)O)C	CHEMBL2178953	3.89		None	pIC50	inactive	other	7595
N[C@H](COC=1C=CC=C2C1NC(=O)CO2)CN3CCC4(CC3)CC=5C=C(C=CC5O4)F	CHEMBL3099958	5.96		HEK293	pIC50	intermediate	other	7596
O=C1CCC=2C=CC=C(C2N1)OC[C@@H](O)CN3CCC4(CC3)CC=5C=C(C=CC5O4)Cl	CHEMBL3099952	6.3		HEK293	pIC50	active	other	7597
NC=1C=CC(=CC1NC(=O)C=2C=CC(=NC2)N3CCC4(CC3)CNC(=O)O4)C=5C=CSC5	CHEMBL3286733	3.92		None	pKi	inactive	other	7598
O=C\1NC=2C=C(C=CC2/C1=C/C3=CC=CN3)NC(=O)C4=CNC=C(C4=O)C=5C=CC=CC5F	CHEMBL3322590	3.4		None	pIC50	inactive	other	7599
C1OC(=N[C@]12C=3C=C(C=CC3C[C@@]24CC[C@@H]([C@H](C4)C)OC)C=5C=NC=NC5)N	CHEMBL4070299	3.88		None	pIC50	inactive	other	7600
O=C1OCC=2C1=CC=C(C2F)CCN3CCN(CC3)C(=O)CC=4C=CC(=CC4)N5C=NN=N5	CHEMBL2441420	4.92		None	pIC50	intermediate	other	7601
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCC(CC3)C4=NC=5C=C(C=CC5N4)C#N	CHEMBL3318990	5.35		None	pIC50	intermediate	other	7602
CC=1C=C2NC(=NC2=CC1Cl)C3CCN(CC3)CCN4C(=O)C=CC5=C4C=C(C=N5)F	CHEMBL3318993	5.92		None	pIC50	intermediate	other	7603
CN1[C@@H](CC[C@@H]1C=2C=CC(=CC2)OCC=3C=CC=CC3F)C(=O)N	CHEMBL4633318	4.3		None	pIC50	inactive	other	7604
O=C(C=1C=CC(=CC1OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl)O)N5CC[C@@H](C5)O	CHEMBL2391804	4.64		HEK293	pIC50	intermediate	other	7605
CCOC=1C=CC=2C=C(C=CC2C1)C3=NN(C(=C3C(=O)N)N)C(C)(C)CCO	CHEMBL4743192	3.92		None	pIC50	inactive	other	7606
O=C(NC1CC1)C=2C=CC(=CC2OC[C@@H](O)CN3CCC4(CC3)CC=5C=C(C=CC5O4)Cl)F	CHEMBL2391939	7.42		HEK293	pIC50	active	other	7607
C[C@@H](C=1C=CC(=CC1)C=2C=CN(C(=O)C2)C)N3CC[C@](OC3=O)(CC(C)(C)O)C=4C=CC=CC4	CHEMBL3664717	3.4		None	pIC50	inactive	other	7608
NC(=O)N1C=2C=CC=CC2C=CC3=C1C=CC=C3	CHEMBL108	3.98	carbamazepine	None	pIC50	inactive	other	7609
CC[C@H](NC=1N=C(N=C(C1C#N)N)N)C2=NC=3C=CC=C(C3C(=O)N2C=4C=CC=CC4)C#CCCCC(=O)N5CCOCC5	CHEMBL4073929	3.8		None	pIC50	inactive	other	7610
COC=1C=CC=2C(=CC=NC2C1)C=3C=NN(C3)C=4C=CC=CC4	CHEMBL2023457	5.6		None	pIC50	intermediate	other	7611
O=C(C=1C=CC=CC1)N2CCC=3OC(=NC3C2)C=4C=CC(=CN4)F	CHEMBL4060556	4.19		None	pIC50	inactive	other	7612
C1OC(=N[C@]12C=3C=C(C=CC3C[C@]24CC[C@H]([C@@H](C4)C)OC)C=5C=NC=NC5)N	CHEMBL4103296	3.88		None	pIC50	inactive	other	7613
CC=1N=CC=C(N1)NC=2C=C(C(=CN2)C(=O)N)NC3CCN(CC3)C=4C=CC(=CC4)C#N	CHEMBL4463436	3.4		CHO-K1	pIC50	inactive	other	7614
CCCCCCN1C(=NC2=C1C=CC=C2)NC3CCN(CC3)CCC=4C=CC(=CC4)OC	CHEMBL4217209	7.52		None	pIC50	active	other	7615
CC=1C(=CC=C2C1COC2=O)CCN3CCN(CC3)C(=O)CC=4C=CC(=NC4)N5C=NN=N5	CHEMBL3692706	4.77		None	pIC50	intermediate	other	7616
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCC(CC3)C4=NC=5C=C(C=CC5N4)C(F)(F)F	CHEMBL3318983	6		None	pIC50	active	other	7617
COC=1C=NC=2N=CC(=O)N(C2C1)CCN3CCC(CC3)C4=NC=5C=C(C(=CC5N4)C)Cl	CHEMBL3318995	5		None	pIC50	intermediate	other	7618
CC(=O)NCCC=1C=CC=CC1C=2ON=C(C2Br)[C@H]3CNCC[C@]3(C(=O)N)C=4C=CC(=C(C4)F)F	CHEMBL2017111	4.52		None	pKi	inactive	other	7619
COC=1C=C(N=CN1)N2C(=O)N(C(=O)C23CCN(CC3)CC=4N=CC=CC4C)C=5C=CC(=NC5)C=6C=CC(=CC6)C(=O)O	CHEMBL2041180	4.34		None	pIC50	inactive	other	7620
O=C1COC=2C=CC=CC2N1CCCN3CCC(CC3)N4C(=O)NC5=C4C=NC=C5	CHEMBL2059314	3.7		CHO	pIC50	inactive	other	7621
CC1=C(C=2C=CC(=CC2OC1=O)OCCCCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C	CHEMBL2385102	6.71		HEK293	pIC50	active	other	7622
CC1=NN(C=C1C2=NC=3C(=C(C=NC3N2)Cl)N4CCN(CC4)CC=5N=CON5)C	CHEMBL2207500	4.96		None	pIC50	intermediate	other	7623
CC1=NC=2C(=CC(=CC2N1C=3C=CN=C4C3C(=CC=C4F)F)C=5C=CN=C(C5)C#N)C6=NN=CN6	CHEMBL4647791	4		None	pIC50	inactive	other	7624
CC1=CC(=NO1)CN2CCN(CC2)C=3C(=CN=C4C3N=C(N4)C5=CN(N=C5C6CC6)C)Cl	CHEMBL2203764	5.6		None	pIC50	intermediate	other	7625
COC=1C=C(NC(=O)C1CN2CCC=3C(=CC(=C(C3C2=O)Cl)[C@H](OC)C4COC4)Cl)C	CHEMBL4080228	3.4		None	pIC50	inactive	other	7626
FC=1C=CC(=CC1F)NC2=NNC3=C2N=CC(=C3)OC(F)(F)F	CHEMBL4062193	3.4		None	pIC50	inactive	other	7627
CCN1C=NC2=C1N=NC=C2C=3C=CC(=C(C3)C=4C=CC(=CC4OC)S(=O)(=O)CC)F	CHEMBL3647536	4.57		None	pIC50	inactive	other	7628
C=1C=C(C=CC1CN2CCCC2)[C@H]3C[C@H](C3)CN4CCOCC4	CHEMBL2206288	3.52		HEK293	pIC50	inactive	other	7629
CC1([C@@H](CC[C@]1(C)N)NC2=C(C=NN3C2=CC(=C3)C=4C=CN=CC4)C(=O)N)C	CHEMBL4063870	3.5		None	pIC50	inactive	other	7630
CC=1C=CC=C2C1N(CCC2)C(=O)CSC=3C=CC(=CN3)C(F)(F)F	CHEMBL3910757	3.92		0	pIC50	inactive	other	7631
NC=1N=CC(=CN1)C=2N=C(C=3C=CN(C3N2)CCCCCCC(=O)NO)N4CCOCC4	CHEMBL4744689	3.4		None	pIC50	inactive	other	7632
CC=1C=CC=2NC(=O)N(C2C1)C3CCN(CC3)C4CCOCC4	CHEMBL2146599	4.6		None	pIC50	inactive	other	7633
O=C(NCCCNC1=NC=2C=CC=CC2N1)C=3C=CN=C(C3)C(F)(F)F	CHEMBL3581788	4.65		None	pIC50	intermediate	other	7634
O=C(O[C@H](CO)C(F)(F)F)N1C[C@H]2[C@@H](C1)[C@@H]2C=3C=CN(N3)C=4C=CC(=CC4)F	CHEMBL4079080	3.92		None	pIC50	inactive	other	7635
O=C(C=1C=CC(=CC1)C[C@@H]2CC[C@@H](N2)[C@H](O)C=3C=CC=CC3)N4CCN(CC4)CC=5N=CN(N5)CC(F)(F)F	CHEMBL4066314	3.62		None	pIC50	inactive	other	7636
CN1CCCCC(C1)C=2C=CC(=C(C2)Cl)Cl	CHEMBL2326691	5		CHO-K1	pIC50	intermediate	other	7637
CC=1C=C(C=CN1)C=2C=C3C(=C(C=NN3C2)C(=O)N)N[C@@H]4CC[C@](C4(C)C)(C)N	CHEMBL4073562	4.52		None	pIC50	inactive	other	7638
COCCN1CC=CC[C@@H](C1)C=2C=CC(=C(C2)Cl)Cl	CHEMBL2326694	5.28		CHO-K1	pIC50	intermediate	other	7639
COC=1C=CC(=CN1)C=2C=C3C(=C(C=NN3C2)C(=O)N)N[C@@H]4CC[C@](C4(C)C)(C)N	CHEMBL4080797	3.5		None	pIC50	inactive	other	7640
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C)N2CC[C@@H](C2=O)NC(=O)C=3C=CC=C(C3)OC(F)(F)F	CHEMBL3233183	3.5		None	pIC50	inactive	other	7641
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C(C)C)N2CC[C@@H](C2=O)NC(=O)C=3C=CC=C(C3)C(C)(C)C	CHEMBL3233187	4.11		None	pIC50	inactive	other	7642
CCCS(=O)(=O)N1C2=C(C3=C1C=CC(=C3)C(=O)N4CCC(CC4)C)CN(CC2)C5CCOCC5	CHEMBL1950346	5.7		None	pIC50	intermediate	other	7643
COC=1C=C(N=CN1)N2C(=O)N(C(=O)C23CCN(CC3)CC=4N=CC=CC4C)C=5C=CC(=CC5)C=6C=CC(=CC6Cl)C(=O)O	CHEMBL2043171	3.62		None	pIC50	inactive	other	7644
CN1C2=C(C3=C1C=CC(=C3)C(=O)N4CCCCC4)CN(CC2)C5CCOCC5	CHEMBL1950490	4.74		None	pIC50	intermediate	other	7645
CC=1C=CC=NC1CN2CCC3(CC2)C(=O)N(C(=O)N3C=4C=CN=CN4)C=5C=CC(=CC5)C=6C=CC(=CC6)C(=O)O	CHEMBL2041192	4.51		None	pIC50	inactive	other	7646
CC=1N=CC(=CN1)C=2C=CC=CC2CCNC(=O)C=3C=CC(=NC3)C(=O)NCCCC(F)(F)F	CHEMBL2147219	4.7		None	pIC50	intermediate	other	7647
