kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
NC=1N=CC(=NC1C=2C=CC(=NC2)C(F)(F)F)C=3C=CN=CC3	CHEMBL3124989	3.88		None	pIC50	inactive	patch	5423
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC[C@]4(C3)C[C@H]4C=5C=CC(=CC5F)F	CHEMBL3926847	6.12		HEK293	pIC50	active	patch	5424
CC(C)S(=O)(=O)N1CCC2(CCN(C2)C(=O)N3CCCN(CC3)C4CCC4)CC1	CHEMBL3127692	3.88		CHO-K1	pIC50	inactive	patch	5425
CN1N=CC=C1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3908174	6.21		HEK293	pIC50	active	patch	5426
O=C(C=1C=CC=CC1)N2CCC3(CC2)CC(C3)C(=O)N4CCN(CC4)C5CCC5	CHEMBL3127686	3.88		CHO-K1	pIC50	inactive	patch	5427
CN1C(=NN=C1C2=CSN=N2)SCCCN3CC[C@@]4(C3)C[C@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3984387	6.95		HEK293	pIC50	active	patch	5428
CC(C)N1CCN(CC1)C(=O)[C@@H]2CC23CCN(CC3)C4CCOCC4	CHEMBL3127672	3.88		CHO-K1	pIC50	inactive	patch	5429
CN(C/C=C/C=1C=CC(=CC1)C(F)(F)F)CC=2C=CC=C3C2OC=C3	CHEMBL3814424	5.43		None	pIC50	intermediate	patch	5430
CC=1C=C(C=2C=CC=CC2N1)COC=3C=CC(=CC3)S(=O)(=O)N(C)C4(CN(C4)C(=O)CC(C)C)C(=O)NO	CHEMBL4208519	3.4		CHO-K1	pIC50	inactive	patch	5431
CN1CCN(CC1)C(=O)C=2C=CC(=CC2)C=3C=NC(=C(C3)C=4C=CC(=NC4)C(F)(F)F)N	CHEMBL2181490	5.09		lung	pIC50	intermediate	patch	5432
CN1C=C(C=C(C1=O)NC(=O)[C@@H]2C[C@@H]2F)C=3C=CN=C(C3CO)N4N=CC=5C=C(C=C(C5C4=O)F)C(C)(C)C	CHEMBL4634904	5.89		None	pIC50	intermediate	patch	5433
CC1(CC[C@]23CC[C@@]4([C@@]([C@@H]2C1)(C(=O)C=C5[C@]4(CC[C@@H]6[C@@]5(C=C(C(=O)C6(C)C)C#N)C)C)N(C3=O)C7CCCCC7)C)C	CHEMBL3582240	3.8		CHO	pIC50	inactive	patch	5434
CC=1C=C(N2N=C(N=C2N1)C(C)(F)F)N[C@H]3CCC=4C=CC(=CC4C3)Cl	CHEMBL4751920	5.82		None	pIC50	intermediate	patch	5435
CC=1C=C(N2N=C(N=C2N1)C(C)(F)F)NC3CC=4C=C(C(=CC4C3)F)F	CHEMBL4794107	5.77		None	pIC50	intermediate	patch	5436
CN1CCN(CC1)CC2CCN(CC2)C=3N=CC=C4C3C=C(N4)C=5C=C(C=C(C5)F)F	CHEMBL4789774	5.3		None	pIC50	intermediate	patch	5437
CNC=1N=C(N=C2C1CC[C@H]2C=3C=CC(=CC3)F)NC=4C=CC(=C(C4)OC)N5C=NC(=N5)C	CHEMBL4209316	5.92		None	pIC50	intermediate	patch	5438
COC(=O)[C@@H](N)CCC(=O)NC=1C=CC(=CC1)COC2=C([C@@H]([C@@]3(C4=CC(=O)[C@@H]5[C@@H]6CC(CC[C@@]6(CC[C@]5([C@@]4(CC[C@H]3C2(C)C)C)C)C(=O)OC)(C)C)C)O)C#N	CHEMBL4083511	3.1		None	pIC50	inactive	patch	5439
CC1=CN(C2=C1C(=CC(=N2)C(=O)N)Cl)[C@@H](C)[C@@]3(CCNC3)F	CHEMBL4778578	4.66		None	pIC50	intermediate	patch	5440
CC1=CN(C2=C1C(=CC(=N2)C(=O)N)Cl)[C@H](C)[C@@]3(CCNC3)F	CHEMBL4781364	4.52		None	pIC50	inactive	patch	5441
O=C(C1CC12CCNCC2)N3CCN(CC3)C4CCCCC4	CHEMBL3127707	3.88		CHO-K1	pIC50	inactive	patch	5442
COC=1N=C(C=CC1N2C=NC(=C2)C)C3=CSC(=N3)NC4=C5C(=NN4CCO)CCCC5	CHEMBL4741060	5.58		HEK293	pIC50	intermediate	patch	5443
CCN1N=C(C=C1NC2=NC(=CS2)C=3C=CC(=C(N3)OC)N4C=NC(=C4)C)C5(CC5)C	CHEMBL4749020	4.91		HEK293	pIC50	intermediate	patch	5444
COC=1C=CC=2N=CC(=O)N(C2N1)CCN3CCC(CC3)NCC=4C=C5C(=CN4)OCCO5	CHEMBL1914480	4.51		None	pIC50	inactive	patch	5445
COC=1C=C2N=CC=C(C2=CC1S(=O)(=O)C(C)(C)C)NC3=NNC(=C3C)C	CHEMBL4293287	4.84		CHO	pIC50	intermediate	patch	5446
CC(C)CC=1C=CC2=NN(C=C2C1NS(=O)(=O)C=3C=CC(=CC3)CCCCC4CCN(CC4)C)C	CHEMBL4240867	5.43		None	pIC50	intermediate	patch	5447
ClC=1C=CC(=CC1Cl)N2C=C(N=N2)NCCN3CCCCC3	CHEMBL3417042	5.77		CHO	pIC50	intermediate	patch	5448
CC=1C=CC(=CC1C#CC2=NN(C3=C2C(=NC=N3)N)[C@H]4CC[C@@H](CC4)O)NC(=O)C=5C=CC=C(C5)C(F)(F)F	CHEMBL4789115	4.58		CHO	pIC50	inactive	patch	5449
CC1CCN(CC1)CCCOC=2C=CC(=O)N(N2)C=3C=CC(=C(C3)Cl)Cl	CHEMBL3806193	5.84		HEK293	pIC50	intermediate	patch	5450
CC=1C2=C(N3C1CCCNC(=O)[C@@H](NC=4C=C3C=CC4C(=O)N)C)CC(CC2=O)(C)C	CHEMBL1778208	3.88		None	pIC50	inactive	patch	5451
C=1C=CC(=CC1)C=2C=C(N=CN2)NC3=NC[C@]4(O3)CN5CCC4CC5	CHEMBL4102566	5.4		None	pIC50	intermediate	patch	5452
N[C@H]1CCCC[C@H]1NC=2C=C3N=CNC(=O)C3=C(N2)NC=4C=CC=C5C4NC=C5Cl	CHEMBL3262358	4.7		None	pIC50	intermediate	patch	5453
CC1=CNC2=C1C=CC=C2NC=3N=C(C=C4C3C(=O)NC=C4)N[C@@H]5CCCC[C@@H]5N	CHEMBL3262625	5.09		None	pIC50	intermediate	patch	5454
COC=1C=C(C=C(C1)C(=O)NCC2(CCN(CC2)CC=3C=CC=CC3C(F)(F)F)C#N)OC	CHEMBL1836149	5.32		None	pIC50	intermediate	patch	5455
COC(=O)C1(CCN(CC1)CC=2C=CC=C(C2)OC)CNC(=O)C=3C=C(C=C(C3)Cl)Cl	CHEMBL1836248	6.44		None	pIC50	active	patch	5456
C[C@@H](C=1N=CN=CC1F)[C@](O)(CN2C=NC=N2)C=3C=CC(=CC3F)F	CHEMBL638	3.8	voriconazole	CHO	pIC50	inactive	patch	5457
CCS(=O)(=O)C=1C=CC(=NC1)CNC2=NC=3C=NC(=NC3N(C2=O)[C@@H](C)C4CC4)C=5C(=NC=NC5C6CC6)C	CHEMBL4787938	5		HEK293	pIC50	intermediate	patch	5458
CCS(=O)(=O)C=1C=CC(=NC1)CNC2=NC=3C=NC(=NC3N(C2=O)[C@@H](C)C4CC4)C=5C(=NC=NC5C6CC6)OC	CHEMBL4744994	5.51		HEK293	pIC50	intermediate	patch	5459
CN=[S+](C)([O-])C=1C=CC(=CC1)C2=C(C(=O)OC2)C=3C=CC=CC3	CHEMBL1814813	3.4		HEK293	pIC50	inactive	patch	5460
CCO/N=C/1\CCC2=C1C=CC(=C2)OCCCCCN3CCN(S3(=O)=O)C=4C=CN=C(C4)N	CHEMBL4204909	5.22		CHO-K1	pIC50	intermediate	patch	5461
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)N	CHEMBL1809067	3.88		None	pIC50	inactive	patch	5462
CCOC(=O)C1=C(NC(=NC1C=2C=CC=CC2Cl)C3=NC=CS3)CN4CCOCC4	CHEMBL4062770	5.39		HEK293	pIC50	intermediate	patch	5463
CC(=O)N1CCC(CC1)N2N=CC(=C2C)NC=3N=CC(=C(N3)C=4C=NN5C4C=CC=C5)Cl	CHEMBL3823301	3.88		CHO-K1	pIC50	inactive	patch	5464
CN(C/C=C/C=1C=CC(=CC1)C(F)(F)F)CC=2C=CC3=C(C2)OCCC3	CHEMBL4094016	5.54		None	pIC50	intermediate	patch	5465
COC=1C=C2C(=CC1F)N=CC(=O)N2C[C@H](N)[C@H]3CC[C@@H](CC3)NCC=4N=CC5=C(N4)NC(=O)CO5	CHEMBL3355574	2.88		None	pIC50	inactive	patch	5466
CN(C/C=C/C=1C=CC(=C(C1)F)C(F)(F)F)CC=2C=CC3=C(C2)OCCC3	CHEMBL4092973	6.7		None	pIC50	active	patch	5467
C=1C=CC(=NC1)[C@@]2(CCOC3(C2)CCCC3)CCNCC4=CC=CS4	CHEMBL2443278	5.64		HEK293	pIC50	intermediate	patch	5468
CN1N=CC(=C1Cl)C(=O)N2[C@H]3CC[C@@H]2C[C@@H](C3)NC4=CC(=O)N(C5=C4C=CC=N5)C	CHEMBL3291065	3.88		None	pIC50	inactive	patch	5469
C[C@H]1CN(C[C@H](O1)C)C(=O)NC=2C=C(C=CN2)C3=CN(C4=C3C=CN=C4)C5CCOCC5	CHEMBL4641839	5.18		None	pIC50	intermediate	patch	5470
CN1N=CC(=C1Cl)C(=O)N2CCC(CC2)NC3=CC(=O)NC4=C3C=C(C(=C4)F)F	CHEMBL3290768	3.4		None	pIC50	inactive	patch	5471
CCOC(=O)N1CCN(CC1)CC2=NC(=NO2)C=3C=CC=C(C3)Cl	CHEMBL1716297	4.81		CHO	pIC50	intermediate	patch	5472
O=C1COC=2C=CC(=NC2N1)CN[C@H]3CCN(C[C@H]3F)CCN4C(=O)C=CC5=C4C=C(C=N5)F	CHEMBL3290354	3.4		None	pIC50	inactive	patch	5473
O=S(=O)(NCC=1C=CC=CC1)C=2C=CC=C(C2)NC=3C=CC=4N=CC=C(C4N3)C=5C=CN=CC5	CHEMBL4127800	5.92		HEK293	pIC50	intermediate	patch	5474
CC=1C=C(C=CC1C2=C(C=3C=CC(=CC3OC2=O)O)OC=4C=CC(=CC4)/C=C/C(=O)O)OC(F)(F)F	CHEMBL3427402	3.4		None	pIC50	inactive	patch	5475
COC=1C(=CC(=CC1C(C)(C)C)CN2CCN(CC2)CCCCCC(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F)C(C)(C)C	CHEMBL2031965	7		HEK293	pIC50	active	patch	5476
CC=1N=CC(=CC1C#N)CN[C@@H]2CCN(C[C@@H]2F)CCN3C(=O)C=CC4=C3C=C(C=C4)C#N	CHEMBL3290349	3.4		None	pIC50	inactive	patch	5477
CC=1C=C(NN1)C=2C=CC=C(C2)[C@H](CC(=O)O)CN3CC[C@H](C3)CCC=4C=CC5=C(N4)NCCC5	CHEMBL4240155	4.6		HEK293	pIC50	inactive	patch	5478
CS(=O)(=O)C=1C=CC=C(C1)C=2C=CC3=NC=C(N3N2)C=4C=CC(=CC4)C(=O)N5CCC(C5)O	CHEMBL3355630	3.88		None	pIC50	inactive	patch	5479
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=CC=C(C4)O[C@H]5CCOC5	CHEMBL4249172	4.65		HEK293	pIC50	intermediate	patch	5480
CC(C)(CO)N1N=C(C(=C1N)C(=O)N)C=2C=CC=3C=C(C=CC3C2)OC4CC4	CHEMBL4750862	3.92		None	pIC50	inactive	patch	5481
CN1C(=NN=C1C2CC3CCC(C2)O3)SCCCN4CC[C@@]5(C4)C[C@@H]5C=6C=CC(=CC6)C(F)(F)F	CHEMBL3903779	5.61		HEK293	pIC50	intermediate	patch	5482
CC(=O)N1CCN(CC1)CCCOCC=2C=C(N(N2)C=3C=CC(=C(C3)Cl)Cl)C	CHEMBL4776009	5.39		CHO	pIC50	intermediate	patch	5483
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@H]4C=5C=CC=CC5	CHEMBL3958494	5.4		HEK293	pIC50	intermediate	patch	5484
CC1=NOC(=N1)C[C@H]2CC[C@@H](CC2)C=3C=CC(=CC3)N4CCOC=5N=CN=C(C5C4=O)N	CHEMBL2414670	3.92		None	pIC50	inactive	patch	5485
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5F)C(F)(F)F	CHEMBL3927895	6.16		HEK293	pIC50	active	patch	5486
CC=1C=CC(=CC1)OCCCC=2C=CC=C([N+]2C)CCCOC=3C=CC(=CC3)C	CHEMBL2325205	6.02		HEK293	pIC50	active	patch	5487
COC=1C(=CC(=CC1C(C)(C)C)C(=O)N2CCN(CC2)CCCCCC(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F)C(C)(C)C	CHEMBL2031966	6.18		HEK293	pIC50	active	patch	5488
C[S+]([O-])C=1C=CC(=CC1)C2=CN=C3N2N=C(C=C3)C=4C=CC=C(C4)[S+](C)[O-]	CHEMBL3355633	4.92		None	pIC50	intermediate	patch	5489
CC=1C=C2C(=C(N1)OC=3C=C(C=CC3F)NS(=O)(=O)C=4C=CC(=CC4)Cl)C(=O)N(C2=O)C(C)C	CHEMBL3104879	3.92		None	pIC50	inactive	patch	5490
NC(=O)C=1N=NC(=NC1NC=2C=CC=C3C2C=CN3)N[C@@H]4CCCC[C@@H]4N	CHEMBL3416027	5.43		CHO	pIC50	intermediate	patch	5491
COC=1C=CC=2N=CC(=O)N(C2C1)CCN3CCC(CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL2165063	4.46		None	pIC50	inactive	patch	5492
C[C@]12CCCC[C@H]1C[C@H]([C@@H]2OC=3C=CC(=CC3)C#N)N4CCC[C@H](C4)N	CHEMBL4127190	5.11		None	pIC50	intermediate	patch	5493
O=S(=O)(NC=1C=NC=C(C1)C(F)(F)F)C=2C=CC=CC2C(F)(F)F	CHEMBL3929544	3.4		None	pIC50	inactive	patch	5494
CCC=1N=C2C=CC(=CN2C1N(C)C3=NC(=CS3)C=4C=CC(=CC4)F)C5CCN(CC5)CC(=O)N6CC(C6)O	CHEMBL4063869	5.25		None	pIC50	intermediate	patch	5495
N#CC=1C=C(C=CC1OC=2C=CC(=C(C2)Cl)CO)S(=O)(=O)NC=3C=CC(=CN3)F	CHEMBL3688197	3.4		None	pIC50	inactive	patch	5496
COC=1C=CC=CC1CNC[C@H]2C[C@@H]2C=3C=C(C=CC3OC)F	CHEMBL4072722	5.85		None	pIC50	intermediate	patch	5497
CC(C)(C)NC(=O)NCCN1CCN(CC1)CC(=O)NC23CC4CC(C2)CC(C4)C3	CHEMBL2338400	3.88		CHO	pIC50	inactive	patch	5498
CC=1C=CC(=CC1C#CC2=NN(C3=C2C(=NC=N3)N)CC4CCN(CC4)C)NC(=O)C=5C=CC=C(C5)C(F)(F)F	CHEMBL4793811	5.25		CHO	pIC50	intermediate	patch	5499
CC=1C=NC=C(N1)C=2C=CC(=CC2)C(=O)N(C=3N=CC=CC3Cl)[C@@H]4CCCNC4	CHEMBL4127458	4.22		None	pIC50	inactive	patch	5500
CN1C(=NN=C1C=2C=CC=NC2)SCCCN3CC4CCN(C4C3)C=5C=CC(=CC5)C(F)(F)F	CHEMBL3775604	6.9		HEK293	pIC50	active	patch	5501
CN1C(=NN=C1C=2C=NC=CN2)SCCCN3CC4CCN(C4C3)C=5C(=CC=CC5C(F)(F)F)F	CHEMBL3775946	5.8		HEK293	pIC50	intermediate	patch	5502
CC=1N=C(C=C(N1)N2CCN(CC2)C)CN3CCC[C@H]3C=4N=CC=CC4C	CHEMBL4799439	3.92		CHO	pIC50	inactive	patch	5503
CN1C(=NN=C1C=2C=NC=CN2)SCCCN3CC4CCN(C4C3)C=5C=CC=CC5C#N	CHEMBL3775631	6.7		HEK293	pIC50	active	patch	5504
CC=1C=CC=C(C1)N2CCC3C2CN(C3)CCCSC4=NN=C(N4C)C=5C=NC=CN5	CHEMBL3775836	6.5		HEK293	pIC50	active	patch	5505
OCC[C@]1(CCCNC1)C=2C=CC(=C(C2)Cl)Cl	CHEMBL2321992	3.88		CHO-K1	pIC50	inactive	patch	5506
CC=1C=CC(=CC1)N2CCC3C2CN(C3)CCCSC4=NN=C(N4C)C=5C=NC=CN5	CHEMBL3775071	6.4		HEK293	pIC50	active	patch	5507
CN1C(=NN=C1C=2C=NC=CN2)SCCCN3CC4CCN(C4C3)C=5C=CC=C(C5)F	CHEMBL3774869	6.7		HEK293	pIC50	active	patch	5508
O=C1C=CC=2N=CC(=C3C2N1C[C@@]3(O)CC45CCC(CC4)(CO5)NCC=6C=C7C(=NN6)OCCO7)F	CHEMBL3425820	3.62		CHO	pIC50	inactive	patch	5509
CN1CCOC2=C1N=C(C=C2)CNC34CCC(CC3)(OC4)C[C@@]5(CN6C(=O)C=CC7=C6C5=C(C=N7)F)O	CHEMBL3425927	3.62		CHO	pIC50	inactive	patch	5510
CC(C)OC=1C=C(C=CC1C(=O)N)C=2C=NC=C(C2)C=3C=NN(C3)C4COC4	CHEMBL4587832	3.92		None	pIC50	inactive	patch	5511
CN1C=C(C=C1C#N)NC=2N=C(N=C(N2)C=3C=CC=C(C3CO)N4C=CC=5C=C(C=C(C5C4=O)F)C6CC6)N	CHEMBL4204675	5.59		CHO	pIC50	intermediate	patch	5512
CS(=O)(=O)N1CCC2(CC1)CC(C2)C(=O)N3CCN(CC3)C4CCC4	CHEMBL3127684	3.88		CHO-K1	pIC50	inactive	patch	5513
CCN1C=C(C=C1C#N)NC=2N=C(N=C(N2)C=3C=CC=C(C3CO)N4C=CC=5C=C(C=C(C5C4=O)F)C6CC6)N	CHEMBL4216339	5.11		CHO	pIC50	intermediate	patch	5514
N#CC1=CC(=CN1C2CC2)NC=3N=C(N=C(N3)C=4C=CC=C(C4CO)N5C=CC=6C=C(C=C(C6C5=O)F)C7CC7)N	CHEMBL4203192	4.52		CHO	pIC50	inactive	patch	5515
CCOC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Br)F)C=3C=CC=CN3)CN4CCOCC4	CHEMBL4070728	5.42		HEK293	pIC50	intermediate	patch	5516
CCOC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Br)F)C3=NN=CS3)CN4CCOCC4	CHEMBL4075908	5.46		HEK293	pIC50	intermediate	patch	5517
CCOC(=O)C1=C(NC(=N[C@@H]1C=2C=CC(=CC2Br)F)C3=NC=CS3)CN4CCOCC4	CHEMBL4092509	5.31		HEK293	pIC50	intermediate	patch	5518
COC=1C=CC=2N=CC=C(C2C1)CCN3CCC(CC3)NCC=4C=CC5=C(C4)OCCO5	CHEMBL4228387	6.09		None	pIC50	active	patch	5519
COC=1C=CC=2N=CC=C(C2C1)CC[C@H]3CC[C@@H](CC3)NCC=4C=CC(=C(C4)Cl)Cl	CHEMBL4226360	5.64		None	pIC50	intermediate	patch	5520
COC=1C=CC=2N=CC=C(C2C1)CC[C@H]3CC[C@@H](CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL4228129	6.39		None	pIC50	active	patch	5521
COC=1C=CC=2N=CC=C(C2C1)CC[C@H]3CC[C@@H](CC3)NCC=4C=CC5=C(C4)OCCO5	CHEMBL4228889	6.59		None	pIC50	active	patch	5522
COC=1C=C(C=C(C1OC)OC)C=2C=NC=C(C2C)C=3C=CC(=CC3)N4CCN(CC4)S(=O)(=O)C	CHEMBL4638544	3.7		HEK293	pIC50	inactive	patch	5523
COC=1C=CC=2N=CC(=C(C2N1)CC(N)C34CCC(CC3)(CO4)NCC=5C=CC6=C(N5)NC(=O)CO6)F	CHEMBL3752154	4.85		CHO	pIC50	intermediate	patch	5524
COC=1C=CC2=C(N1)C=CC(=O)N2CCN3CCC(CC3)NCC=4C=NC(=C(C4)C#N)C	CHEMBL3290342	5		None	pIC50	intermediate	patch	5525
CNC(=O)C=1N=C(N2C1C=C(C=C2)NC=3N=CC=C(N3)N4C=C(C=N4)OCCN)C	CHEMBL4741509	3.81		None	pIC50	inactive	patch	5526
CNC(=O)C1=NN(C2=C1C=C(C=C2)NC=3N=CC=C(N3)N4C=C(C(=N4)C)N[C@@H]5CCNC5)C	CHEMBL4753097	3.81		None	pIC50	inactive	patch	5527
CCOC(=O)C[C@H]1CC=2C=CC=CC2C3(O1)CCC(CC3)N4CCN(CC4)C5CCCCC5	CHEMBL4159233	5.76		CHO	pIC50	intermediate	patch	5528
COC=1N=CC(=CN1)C=2N=C(C(=NC2N3CCCCCC3)N)C(=O)NC(=N)N	CHEMBL4217043	3.92		CHO	pIC50	inactive	patch	5529
C[C@H]1CC=2C(=NC=NC2OC=3C=CC4=C(C3)C=CN4C(=O)NC=5C=CC=C(C5)C(F)(F)F)CN1	CHEMBL3747266	4.97		None	pIC50	intermediate	patch	5530
CN1N=CC=C1[C@H]2CCC[C@@H]2OC=3C=C(C(=CC3F)S(=O)(=O)NC4=NC=CS4)F	CHEMBL4633573	3.4		None	pIC50	inactive	patch	5531
O=C(NC=1C=CC=C(C1)C(F)(F)F)N2C=CC3=C2C=CC(=C3)OC=4N=CN=C5C4CNC5	CHEMBL3747481	4.81		None	pIC50	intermediate	patch	5532
CC=1C=C(N=C(C1)NC=2C=C(C=NC2C(=O)N)NC[C@@H](N)CC(F)F)C	CHEMBL3415585	5.28		kidney	pIC50	intermediate	patch	5533
O=C(NC[C@H]1[C@H]2[C@@H]1CN(C2)C(=O)CCC=3C=C(C=C(C3)Cl)Cl)C=4C=CC=5NC(=O)OC5C4	CHEMBL4173341	5.09		HEK293	pIC50	intermediate	patch	5534
O=C(NCC[C@@H](O)CN1CCN(CC1)C=2C=CC=C(C2Cl)Cl)C3=CC=4C=CC=CC4N3	CHEMBL1627306	6.42		None	pIC50	active	patch	5535
C[C@H]1NCCC[C@@H]1NC=2N=CC(=C3C2C=C(S3)C=4C=CC=CC4)C(=O)N	CHEMBL4059912	3.9		None	pIC50	inactive	patch	5536
CC(C)C(CCCN(C)CCCC1=NC=2C=CC=CC2N1)(C(=O)O)C=3C=CC(=CC3)Br	CHEMBL3115192	5.63		None	pIC50	intermediate	patch	5537
CC(C)C=1C=C(ON1)C(=O)NC[C@H]2CCN(C2)CCC=3C=CC(=C(C3)F)Cl	CHEMBL4454058	5.82		None	pIC50	intermediate	patch	5538
CC(C)C=1C=C(ON1)C(=O)NC[C@H]2CCN(C2)CCC=3C=CC(=C(C3)F)OC(F)(F)F	CHEMBL4574825	6.8		None	pIC50	active	patch	5539
CN(C/C=C/C=1C=CC(=CC1F)C(F)(F)F)CC=2C=CC3=C(C2)OCCC3	CHEMBL4065307	5.49		None	pIC50	intermediate	patch	5540
CN(C/C=C/C=1C=CC=2C=CC=CC2C1)CC=3C=CC4=C(C3)CCO4	CHEMBL4102178	5.17		None	pIC50	intermediate	patch	5541
CN(C/C=C/C=1C=CC(=CC1)C=2C=CC=CC2)CC=3C=CC4=C(C3)CCO4	CHEMBL4075121	4.95		None	pIC50	intermediate	patch	5542
CN(C/C=C/C=1C=CC(=CC1)Br)CC=2C=CC3=C(C2)OCCC3	CHEMBL4069757	5.72		None	pIC50	intermediate	patch	5543
COC=1C=CC=2N=CC=C(C2C1)NC(=O)[C@H]3CC[C@@H](CC3)NCC=4C=CC5=C(C4)OCCO5	CHEMBL1926762	4.6		None	pIC50	inactive	patch	5544
O=C(OCC12CCN(CC1)CC2)C3=CNC4=C3C(=CC(=C4)O)Cl	CHEMBL3910048	3.92		0	pIC50	inactive	patch	5545
CN1C(=NC(=C1C=2C=CN=C(C2)N)C=3C=CC(=CC3)F)[S+](C)[O-]	CHEMBL4075428	4.08		HEK293	pIC50	inactive	patch	5546
CN1N=CC(=C1Cl)C(=O)N2CCC(CC2)NC3=CC(=O)NC4=C3C=CC=C4	CHEMBL3290766	3.4		None	pIC50	inactive	patch	5547
CSC1=NC(=C(N1C)C=2C=CN=C(C2)NC(=O)C)C=3C=CC(=CC3)F	CHEMBL432798	4.54		HEK293	pIC50	inactive	patch	5548
C[C@@H](O)C1=NC=2C=NC=3NC=CC3C2N1[C@H]4CC[C@@H](CC4)NCC(F)(F)F	CHEMBL2386629	3.4		HEK293	pIC50	inactive	patch	5549
CSC1=NC(=C(N1)C=2C=CN=C(C2)NC=3C=CC=CC3)C=4C=CC(=CC4)F	CHEMBL321494	5.56		HEK293	pIC50	intermediate	patch	5550
CC(C)(N)C(=O)N1CCN2C(=NC(=C2NC=3C=CC(=CC3)Cl)C=4C=CC(=CC4)F)C1	CHEMBL1800772	5.64		CHO	pIC50	intermediate	patch	5551
O=C(CCCCCCNC=1N=CN=C2C1C=C(C=C2)F)NO	CHEMBL4094315	3.92		HEK293	pIC50	inactive	patch	5552
CC=1N=C(C=CC1F)NC=2C=C(N=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N	CHEMBL3237560	4.8		CHO	pIC50	intermediate	patch	5553
NC(=O)C=1N=NC(=CC1NC=2C=CC3=C(N2)CCC3)N[C@@H]4CCCC[C@@H]4N	CHEMBL3237564	5.1		CHO	pIC50	intermediate	patch	5554
CC(C)(C)C=1C=CC=C(N1)NC=2C=C(N=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N	CHEMBL3237571	5.9		CHO	pIC50	intermediate	patch	5555
COC=1C=CC=2C3=C(NC2C1)[C@@H]4N(CC3)C(=O)C=5C(=CC=CC5N4C)OC	CHEMBL4745832	4.7		None	pIC50	intermediate	patch	5556
C[C@@H](N1CCN2N=C(N=C2C1)C=3C=CC(=NC3)C#N)[C@](O)(CN4C=NC=N4)C=5C=CC(=CC5F)F	CHEMBL3261615	3.8		CHO	pIC50	inactive	patch	5557
CC1=NN=C(N1[C@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(=O)C4CCCC4)C5=CC=CS5)C(C)C	CHEMBL4238063	5.82		CHO	pIC50	intermediate	patch	5558
COC=1C=CC(=CC1)C2=NN=C(O2)C(=O)N3CCC(CC3)OC=4C=CC(=CN4)CN5CCCC5	CHEMBL3785819	3.88		None	pIC50	inactive	patch	5559
CC(C)(N)C(=O)N1CCN2C(=NC(=C2NC=3C=CC(=CC3)F)C=4C=CC=C(C4)F)C1	CHEMBL1800768	5.24		CHO	pIC50	intermediate	patch	5560
C[C@]12CCC(=O)C[C@H]1C[C@H]([C@@H]2OC=3C=CC(=CC3)C#N)N4CCC[C@H](C4)N	CHEMBL4127600	3.4		None	pIC50	inactive	patch	5561
NCC(=O)N1CCN2C(=NC(=C2NC=3C=CC(=C(C3)F)Cl)C=4C=CC(=CC4)F)C1	CHEMBL1800775	4.68		CHO	pIC50	intermediate	patch	5562
C[C@@]12CCC(=O)C[C@@H]1C[C@H]([C@@H]2OC=3C=CC(=CC3)C#N)N4CCC[C@H](C4)N	CHEMBL4126528	3.92		None	pIC50	inactive	patch	5563
CCC=1N=C2C=CC(=CN2C1N(C)C3=NC(=CS3)C=4C=CC(=CC4)F)N5CCN(CC5)CC(=O)N6CC(C6)O	CHEMBL4098810	3.88		None	pIC50	inactive	patch	5564
ClC=1C=CC=C(C1)C2CC=CCNC2	CHEMBL2326688	3.88		CHO-K1	pIC50	inactive	patch	5565
COC=1N=CC=CC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3958949	6.22		HEK293	pIC50	active	patch	5566
CC1=CNC2=C1C=CC=C2NC=3N=C(C=C4C3C(=O)NC=N4)N[C@@H]5CCOC[C@@H]5N	CHEMBL3262620	3.92		None	pIC50	inactive	patch	5567
O=C1C2=NC=CN2C=3C=C(C(=CC3N1C4CC4)C=5C=CN=CC5)F	CHEMBL4203118	3.92		CHO	pIC50	inactive	patch	5568
